lfhf,pnn50,sloc,ted,elapsed-seconds,label
0.37,0.35,19,0,4,0
0.38,0.36,19,0,5,0
0.38,0.36,19,0,6,0
0.38,0.36,19,0,7,0
0.39,0.37,19,0,8,0
0.4,0.37,19,0,9,0
0.4,0.38,19,0,10,0
0.41,0.38,19,0,11,0
0.42,0.38,19,0,12,0
0.43,0.38,19,0,13,0
0.44,0.39,19,0,14,0
0.46,0.39,19,0,15,0
0.47,0.4,19,0,16,0
0.49,0.4,19,0,17,0
0.52,0.4,19,0,18,0
0.54,0.39,19,0,19,0
0.56,0.39,19,0,20,0
0.58,0.38,19,0,21,0
0.6,0.38,19,0,22,0
0.65,0.37,19,0,23,0
0.68,0.37,19,0,24,0
0.7,0.36,19,0,25,0
0.73,0.36,19,0,26,0
0.76,0.35,19,0,27,0
0.78,0.35,19,0,28,0
0.84,0.35,19,0,29,0
0.89,0.36,22,2,0,0
0.93,0.35,22,2,1,1
0.96,0.34,22,2,2,1
1.04,0.34,22,2,3,1
1.08,0.34,22,2,4,1
1.12,0.34,22,2,5,1
1.16,0.34,22,2,6,1
1.25,0.33,22,2,7,1
1.29,0.33,22,2,8,1
1.31,0.32,22,2,9,1
1.4,0.32,22,2,10,1
1.44,0.32,22,2,11,1
1.51,0.32,22,2,12,1
1.55,0.32,22,2,13,1
1.62,0.31,22,2,14,1
1.66,0.31,22,2,15,1
1.69,0.31,22,2,16,1
1.73,0.31,22,2,17,1
1.79,0.3,22,0,0,1
1.82,0.29,22,0,1,1
1.88,0.29,22,0,2,1
1.94,0.28,22,0,3,1
1.98,0.28,22,0,4,1
2.01,0.27,22,0,5,1
2.04,0.26,22,0,6,1
2.1,0.26,22,0,7,1
2.13,0.25,22,0,8,1
2.16,0.25,22,2,0,1
2.2,0.24,22,2,1,1
2.23,0.24,22,2,2,1
2.28,0.23,22,2,3,1
2.32,0.22,22,2,4,1
2.33,0.23,22,2,5,1
2.37,0.22,22,2,6,1
2.39,0.22,22,2,7,1
2.44,0.22,22,2,8,1
2.46,0.22,22,2,9,1
2.46,0.22,22,2,10,1
2.48,0.22,22,2,11,1
2.51,0.22,22,2,12,1
2.52,0.22,22,2,13,1
2.53,0.22,22,2,14,1
2.54,0.22,22,2,15,1
2.55,0.21,22,2,16,1
2.56,0.22,22,2,17,1
2.57,0.21,22,2,18,1
2.57,0.21,22,2,19,1
2.58,0.21,22,2,20,1
2.59,0.21,22,2,21,1
2.59,0.2,22,2,22,1
2.59,0.2,22,2,23,1
2.59,0.2,22,2,24,1
2.59,0.2,22,2,25,1
2.59,0.2,22,2,26,1
2.59,0.2,22,2,27,1
2.6,0.2,22,2,28,1
2.6,0.19,22,2,29,1
2.6,0.19,22,2,30,1
2.6,0.19,22,2,31,1
2.6,0.18,22,2,32,1
2.61,0.18,22,2,33,1
2.61,0.18,22,2,34,1
2.61,0.18,22,2,35,1
2.61,0.18,22,2,36,1
2.62,0.18,22,2,37,1
2.62,0.18,22,2,38,1
2.63,0.18,22,2,39,1
2.63,0.19,22,2,40,1
2.63,0.18,22,2,41,1
2.63,0.18,22,2,42,1
2.63,0.18,22,2,43,1
2.63,0.18,22,2,44,1
2.63,0.17,22,2,45,1
2.63,0.18,22,2,46,1
2.63,0.19,22,2,47,1
2.62,0.19,22,2,48,1
2.62,0.19,22,2,49,1
2.61,0.19,22,2,50,1
2.6,0.19,22,2,51,1
2.6,0.19,22,2,52,1
2.59,0.18,22,2,53,1
2.58,0.18,22,2,54,1
2.57,0.18,22,2,55,1
2.57,0.17,22,2,56,1
2.56,0.17,22,2,57,1
2.55,0.17,22,2,58,1
2.55,0.16,22,2,59,1
2.55,0.16,22,2,60,1
2.54,0.17,22,2,61,1
2.54,0.17,22,2,62,1
2.55,0.16,22,2,63,1
2.55,0.17,22,2,64,1
2.55,0.17,22,2,65,1
2.57,0.18,22,2,66,1
2.58,0.18,22,2,67,1
2.6,0.18,22,2,68,1
2.63,0.19,22,2,69,1
